,Participant,X0,Y0,Xt,Yt,MT,strategy,block,Xf,A
286,15,-0.04877988195823379,,,,1.0499999999999972,4,4,149.79173605640017,150.0
287,15,-0.019952610943282243,,,,1.379999999999999,4,4,149.74247238750343,150.0
288,15,-0.45178826731499655,,,,1.3900000000000006,4,4,149.96150807121433,150.0
289,15,-0.05272792592598914,,,,0.8099999999999952,4,4,147.27309581456632,150.0
290,15,-0.19543394144151163,,,,1.2899999999999991,4,4,149.65965460768155,150.0
291,15,-0.05487945446054307,,,,0.5999999999999943,4,4,145.95097948961003,150.0
292,15,-0.004574598661586648,,,,0.42000000000000004,2,5,131.4505249955559,150.0
293,15,0.011930228316751773,,,,0.71,2,5,150.80400473319108,150.0
294,15,0.03812220362713229,,,,0.45999999999999996,2,5,150.2063279462139,150.0
295,15,-0.11421734168976,,,,0.5300000000000002,2,5,146.4674054235041,150.0
296,15,0.004296189291034156,,,,0.4500000000000002,2,5,141.56776217493308,150.0
297,15,0.06956941634302752,,,,0.5999999999999996,2,5,143.48078285322867,150.0
298,15,0.07407770082352969,,,,0.5600000000000005,2,5,151.35645621460128,150.0
299,15,0.16497436397526613,,,,0.5899999999999999,2,5,150.39069525371184,150.0
300,15,0.03707565433704142,,,,0.4599999999999991,2,5,151.7401273068142,150.0
301,15,0.13063176553090677,,,,0.6899999999999995,2,5,157.94153724949953,150.0
302,15,0.16381550795886213,,,,0.6899999999999995,2,5,147.20579028450092,150.0
303,15,0.047737352409570395,,,,0.6499999999999986,2,5,152.61291872575615,150.0
304,15,0.056300136330554716,,,,0.5500000000000007,2,5,142.63989006545899,150.0
305,15,-0.12921321172184358,,,,0.7200000000000024,2,5,152.07765406431406,150.0
306,15,0.05374341941027143,,,,0.629999999999999,2,5,146.38337772580005,150.0
307,15,0.11636308693508632,,,,0.5899999999999999,2,5,144.7539501424173,150.0
308,15,-0.06932452635128547,,,,0.3899999999999999,3,5,145.3843628443702,150.0
309,15,0.06348698614380645,,,,0.6200000000000001,3,5,152.17901307334165,150.0
310,15,0.17172975892401715,,,,0.7300000000000004,3,5,149.1792224164419,150.0
311,15,0.10914824905374762,,,,0.4900000000000002,3,5,145.94325434021619,150.0
312,15,0.15315506957851593,,,,0.5700000000000003,3,5,145.48750627799853,150.0
313,15,0.10262652133050412,,,,0.4299999999999997,3,5,139.01409113377093,150.0
314,15,0.25063136335639646,,,,0.6900000000000013,3,5,149.13673337588466,150.0
315,15,0.15594963549041446,,,,0.8099999999999987,3,5,154.6280398217694,150.0
316,15,0.18161679214486767,,,,0.6899999999999995,3,5,149.92858917472478,150.0
317,15,0.16025326298094172,,,,0.7599999999999998,3,5,154.62945775458803,150.0
318,15,0.05162249960819475,,,,0.5,3,5,142.08251708957891,150.0
319,15,0.023930859266659287,,,,0.9100000000000001,3,5,148.8290613099364,150.0
320,15,0.2484214815793929,,,,0.6400000000000006,3,5,153.04439916540724,150.0
321,15,0.04018868281107078,,,,0.6799999999999997,3,5,151.9297110509567,150.0
322,15,0.04682312630578244,,,,0.5399999999999991,3,5,143.29510905964543,150.0
323,15,0.21998959709943114,,,,1.0199999999999996,3,5,149.1351076653357,150.0
324,15,0.06270626598855811,,,,0.68,4,2,146.1429083574768,150.0
325,15,-0.032258638309222154,,,,0.8399999999999999,4,2,150.84992270561628,150.0
326,15,0.03493584683869995,,,,1.1500000000000004,4,2,150.25926576173734,150.0
327,15,-0.16118652386601756,,,,1.5,4,2,149.25386035203067,150.0
328,15,-0.07007101717936,,,,1.0099999999999998,4,2,149.05040927842566,150.0
329,15,-0.1801627985098149,,,,1.1500000000000004,4,2,149.18230706326466,150.0
330,15,-0.001567409660024302,,,,0.8399999999999981,4,2,150.16201078195064,150.0
331,15,0.0659913476040227,,,,1.120000000000001,4,2,148.69364443467947,150.0
332,15,-0.09723901635653626,,,,1.0299999999999976,4,2,149.6577252030126,150.0
333,15,0.05100277095209801,,,,1.0300000000000011,4,2,148.61963568027204,150.0
334,15,-0.1834502944312939,,,,1.2800000000000011,4,2,150.24764514893647,150.0
335,15,-0.24995320885514177,,,,1.1800000000000033,4,2,149.96836532878362,150.0
336,15,-0.07516916756562377,,,,1.0,4,2,150.13546710756185,150.0
